"Country","Issuer","Ruling authority","Currency","Face value","Reference","N# number (with link)","Title","Type","Year range","Shape","Composition","Weight","Diameter","Length","Width","Thickness","Orientation","Year","Gregorian year","Mintmark","Marks","References","Comment","Quantity","For exchange","Grade","Collection","From set","Buying price (USD)","Estimate (USD)","Private comment","Public comment","Storage location","Acquisition place","Acquisition date","Serial number","Internal ID","Weight","Size","Axis","Third-party grading","Grade","Details","Slab number","CAC sticker"
"Canada","Canada","House of Windsor • Elizabeth II (1952-2022)","Dollar (1858-date)","0.01","KM# 59.1","N# 432","1 Cent - Elizabeth II (2nd portrait)","Standard circulation coins","1965-1978","Round","Bronze (98% copper, 0.5% tin, 1.5% zinc)","3.24","19.05","19.05","","1.65","Medal alignment ↑↑","1968","1968","","","","","1","TRUE","F","World","","","0.07","","","","","","","","","","","","","","",""
"Canada","Canada","House of Windsor • Elizabeth II (1952-2022)","Dollar (1858-date)","0.01","KM# 59.1","N# 432","1 Cent - Elizabeth II (2nd portrait)","Standard circulation coins","1965-1978","Round","Bronze (98% copper, 0.5% tin, 1.5% zinc)","3.24","19.05","19.05","","1.65","Medal alignment ↑↑","1971","1971","","","","","1","TRUE","F","World","","","0.07","","","","","","","","","","","","","","",""
"Canada","Canada","House of Windsor • Elizabeth II (1952-2022)","Dollar (1858-date)","0.01","KM# 59.1","N# 432","1 Cent - Elizabeth II (2nd portrait)","Standard circulation coins","1965-1978","Round","Bronze (98% copper, 0.5% tin, 1.5% zinc)","3.24","19.05","19.05","","1.65","Medal alignment ↑↑","1972","1972","","","","","1","TRUE","VF","World","","","0.12","","","","","","","","","","","","","","",""
"Canada","Canada","House of Windsor • Elizabeth II (1952-2022)","Dollar (1858-date)","0.01","KM# 65","N# 430","1 Cent - Elizabeth II (2nd portrait, Confederation)","Circulating commemorative coins","1967","Round","Bronze (98% Copper, 1.5% Zinc, 0.5% Tin)","3.24","19.05","19.05","","1.65","Medal alignment ↑↑","1967","1967","","","","","1","FALSE","AU","Zoo","","0","0.6","","Rock dove (Columba livia)","World Coin Zoo Binder","","","","","","","","","","","",""
"Canada","Canada","House of Windsor • Elizabeth II (1952-2022)","Dollar (1858-date)","0.01","KM# 65","N# 430","1 Cent - Elizabeth II (2nd portrait, Confederation)","Circulating commemorative coins","1967","Round","Bronze (98% Copper, 1.5% Zinc, 0.5% Tin)","3.24","19.05","19.05","","1.65","Medal alignment ↑↑","1967","1967","","","","","1","FALSE","","Zoo","","","","","","","","","","","","","","","","","",""
"Canada","Canada","House of Windsor • Elizabeth II (1952-2022)","Dollar (1858-date)","0.01","KM# 59.2","N# 444580","1 Cent - Elizabeth II (2nd portrait modified)","Standard circulation coins","1979","Round","Bronze","3.24","19.05","19.05","","1.52","Medal alignment ↑↑","1979","1979","","","","","1","TRUE","VF","World","","","0.12","","","","","","","","","","","","","","",""
"Canada","Canada","House of Windsor • Elizabeth II (1952-2022)","Dollar (1858-date)","0.01","KM# 132","N# 427","1 Cent - Elizabeth II (2nd portrait, 12 sided)","Standard circulation coins","1982-1989","Dodecagonal (12-sided)","Bronze (98% copper, 1.75% tin, 0.25% zinc)","2.5","19.1","19.1","","1.45","Medal alignment ↑↑","1983","1983","","","",".Near beads","1","TRUE","F","World","","","0.12","","","","","","","","","","","","","","",""
"Canada","Canada","House of Windsor • Elizabeth II (1952-2022)","Dollar (1858-date)","0.01","KM# 490","N# 421","1 Cent - Elizabeth II (4th portrait; non-magnetic with RCM logo)","Standard circulation coins","2006-2012","Round","Copper plated zinc","2.25","19.05","19.05","","1.45","Medal alignment ↑↑","2010","2010","","","","","1","FALSE","UNC","World","","0.5","0.58","","","World Coins Box #1","","","","","","","","","","","",""
"Canada","Canada","House of Windsor • Elizabeth II (1952-2022)","Dollar (1858-date)","0.01","KM# 490a","N# 19977","1 Cent - Elizabeth II (4th portrait; magnetic with RCM logo)","Standard circulation coins","2006-2012","Round","Copper plated steel (94% steel, 1.5% nickel, 4.5% copper plating)","2.35","19.05","19.05","","1.45","Medal alignment ↑↑","2010","2010","","","","Brilliant uncirculated (PL)","1","FALSE","F","World","","0.5","0.29","","","World Coins Box #1","","","","","","","","","","","",""
"Canada","Canada","House of Windsor • George VI (1936-1952)","Dollar (1858-date)","0.05","KM# 40a","N# 410","5 Cents - George VI (Victory; steel)","Circulating commemorative coins","1944-1945","Dodecagonal (12-sided)","Chromium plated steel","4.54","21.234","21.234","","1.7","Medal alignment ↑↑","1944","1944","","","","","1","TRUE","VG","World","","0","0.4","","scuffed up pretty bad","","","","","","","","","","","","",""
"Canada","Canada","House of Windsor • Elizabeth II (1952-2022)","Dollar (1858-date)","0.05","KM# 57","N# 403","5 Cents - Elizabeth II (1st portrait; round)","Standard circulation coins","1963-1964","Round","Nickel","4.54","21.21","21.21","","1.7","Medal alignment ↑↑","1963","1963","","","","","1","FALSE","VF","Zoo","","0","0.23","","North American Beaver (Castor canadensis) 	","World Coin Zoo Binder","","","","","","","","","","","",""
"Canada","Canada","House of Windsor • Elizabeth II (1952-2022)","Dollar (1858-date)","0.05","KM# 60.1","N# 401","5 Cents - Elizabeth II (2nd portrait)","Standard circulation coins","1965-1978","Round","Nickel (99.9% nickel)","4.54","21.21","21.21","","1.7","Medal alignment ↑↑","1972","1972","","","KM# 60.1","","1","FALSE","VF","Zoo","","0","0.14","","North American Beaver (Castor canadensis) 	","World Coin Zoo Binder","","","","","","","","","","","",""
"Canada","Canada","House of Windsor • Elizabeth II (1952-2022)","Dollar (1858-date)","0.05","KM# 66","N# 402","5 Cents - Elizabeth II (2nd portrait, Confederation)","Circulating commemorative coins","1967","Round","Nickel","4.54","21.21","21.21","","1.7","Medal alignment ↑↑","1967","1967","","","","","1","FALSE","UNC","Zoo","","1.2","1.08","","Snowshoe Hare, Lepus Americanus","World Coin Zoo Binder","","2025-04-19","","","","","","","","","",""
"Canada","Canada","House of Windsor • Elizabeth II (1952-2022)","Dollar (1858-date)","0.05","KM# 66","N# 402","5 Cents - Elizabeth II (2nd portrait, Confederation)","Circulating commemorative coins","1967","Round","Nickel","4.54","21.21","21.21","","1.7","Medal alignment ↑↑","1967","1967","","","","","1","FALSE","","Zoo","","","","","","","","","","","","","","","","","",""
"Canada","Canada","House of Windsor • Elizabeth II (1952-2022)","Dollar (1858-date)","0.05","KM# 60.2","N# 444616","5 Cents - Elizabeth II (2nd portrait modified)","Standard circulation coins","1979-1981","Round","Nickel","4.54","21.21","21.21","","1.7","Medal alignment ↑↑","1980","1980","","","","","1","FALSE","XF","Zoo","","0","0.2","","North American Beaver (Castor canadensis)","World Coin Zoo Binder","","","","","","","","","","","",""
"Canada","Canada","House of Windsor • Elizabeth II (1952-2022)","Dollar (1858-date)","0.1","KM# 67","N# 384","10 Cents - Elizabeth II (2nd portrait, Confederation- 80%)","Circulating commemorative coins","1967","Round","Silver (.800) (.800 silver .200 copper)","2.33","18.034","18.034","","1.21","Medal alignment ↑↑","1967","1967","","","","","1","FALSE","UNC","Commemoratives","","0","3.65","","In Expo 1967 Card","World Coin Zoo Binder","","","","","","","","","","","",""
"Canada","Canada","House of Windsor • Elizabeth II (1952-2022)","Dollar (1858-date)","0.1","KM# 67","N# 384","10 Cents - Elizabeth II (2nd portrait, Confederation- 80%)","Circulating commemorative coins","1967","Round","Silver (.800) (.800 silver .200 copper)","2.33","18.034","18.034","","1.21","Medal alignment ↑↑","1967","1967","","","","","1","FALSE","","Zoo","","","","","","","","","","","","","","","","","",""
"Canada","Canada","House of Windsor • Elizabeth II (1952-2022)","Dollar (1858-date)","0.1","Schön# 61b.3","N# 444751","10 Cents - Elizabeth II (2nd portrait modified)","Standard circulation coins","1979-1989","Round","Nickel","2.07","18.03","18.03","","1.22","Medal alignment ↑↑","1989","1989","","","","","1","FALSE","VF","Nautical","","","0.21","","","","","","","","","","","","","","",""
"Canada","Canada","House of Windsor • Charles III (2022-date)","Dollar (1858-date)","0.1","KM# 3336","N# 386478","10 Cents - Charles III","Standard circulation coins","2023-2025","Round","Nickel plated steel","1.75","18.03","18.03","","1.3","Medal alignment ↑↑","2025","2025","","","","Brilliant uncirculated","1","FALSE","UNC","Nautical","","1","0.97","","","","","","","1","","","","","","","",""
"Canada","Canada","House of Windsor • Charles III (2022-date)","Dollar (1858-date)","0.1","KM# 3336","N# 386478","10 Cents - Charles III","Standard circulation coins","2023-2025","Round","Nickel plated steel","1.75","18.03","18.03","","1.3","Medal alignment ↑↑","2025","2025","","","","Brilliant uncirculated","1","FALSE","UNC","Nautical","","1","0.97","","","World Coins Box #1","","","","2","","","","","","","",""
"Canada","Canada","House of Windsor • George VI (1936-1952)","Dollar (1858-date)","0.25","KM# 35","N# 371","25 Cents - George VI (with IND:IMP:)","Standard circulation coins","1937-1947","Round","Silver (.800) (.800 silver .200 copper)","5.83","23.62","23.62","","1.61","Medal alignment ↑↑","1943","1943","","","","","1","FALSE","VF","Zoo","","","6.27","","","World Coin Zoo Binder","","","","","","","","","","","",""
"Canada","Canada","House of Windsor • Elizabeth II (1952-2022)","Dollar (1858-date)","0.25","KM# 74","N# 364","25 Cents - Elizabeth II (2nd portrait modified)","Standard circulation coins","1979-1989","Round","Nickel (99.9% nickel)","5.05","23.88","23.88","","1.58","Medal alignment ↑↑","1986","1986","","","","","1","FALSE","XF","Zoo","","0.35","0.29","Amanda","","World Coin Zoo Binder","","","","","","","","","","","",""
"Canada","Canada","House of Windsor • Elizabeth II (1952-2022)","Dollar (1858-date)","0.25","KM# 493","N# 325","25 Cents - Elizabeth II (4th portrait; RCM logo)","Standard circulation coins","2006-2022","Round","Nickel plated steel","4.4","23.88","23.88","","1.58","Medal alignment ↑↑","2009","2009","","","","","1","TRUE","XF","World","","0","0.22","","","","","","","","","","","","","","",""
"Canada","Canada","House of Windsor • Elizabeth II (1952-2022)","Dollar (1858-date)","0.25","KM# 493","N# 325","25 Cents - Elizabeth II (4th portrait; RCM logo)","Standard circulation coins","2006-2022","Round","Nickel plated steel","4.4","23.88","23.88","","1.58","Medal alignment ↑↑","2013","2013","","","","","1","TRUE","XF","World","","0","0.2","","","","","","","","","","","","","","",""
"Canada","Canada","House of Windsor • Elizabeth II (1952-2022)","Dollar (1858-date)","0.25","KM# 493","N# 325","25 Cents - Elizabeth II (4th portrait; RCM logo)","Standard circulation coins","2006-2022","Round","Nickel plated steel","4.4","23.88","23.88","","1.58","Medal alignment ↑↑","2014","2014","","","","","1","TRUE","XF","World","","0","0.21","","","","","","","","","","","","","","",""
"Canada","Canada","House of Windsor • Elizabeth II (1952-2022)","Dollar (1858-date)","0.25","KM# 493","N# 325","25 Cents - Elizabeth II (4th portrait; RCM logo)","Standard circulation coins","2006-2022","Round","Nickel plated steel","4.4","23.88","23.88","","1.58","Medal alignment ↑↑","2016","2016","","","","","1","FALSE","XF","Zoo","","0","0.21","","","World Coin Zoo Binder","","","","","","","","","","","",""
"Canada","Canada","House of Windsor • Elizabeth II (1952-2022)","Dollar (1858-date)","0.25","KM# 493","N# 325","25 Cents - Elizabeth II (4th portrait; RCM logo)","Standard circulation coins","2006-2022","Round","Nickel plated steel","4.4","23.88","23.88","","1.58","Medal alignment ↑↑","2016","2016","","","","","1","TRUE","XF","World","","","0.21","","","","","","","","","","","","","","",""
"Canada","Canada","House of Windsor • Elizabeth II (1952-2022)","Dollar (1858-date)","0.25","KM# 493","N# 325","25 Cents - Elizabeth II (4th portrait; RCM logo)","Standard circulation coins","2006-2022","Round","Nickel plated steel","4.4","23.88","23.88","","1.58","Medal alignment ↑↑","2018","2018","","","","","1","TRUE","XF","World","","0","0.2","","","","","","","","","","","","","","",""
"Canada","Canada","House of Windsor • Elizabeth II (1952-2022)","Dollar (1858-date)","0.25","KM# 1547","N# 52215","25 Cents - Elizabeth II (Canadian Arctic Expedition)","Circulating commemorative coins","2013","Round","Nickel plated copper (Three-ply plating)","4.4","23.88","23.88","","1.62","Medal alignment ↑↑","2013","2013","","","","Type 1: frosted explorers","1","FALSE","UNC","Commemoratives","","4","1.05","","","Green Binder","","","","1","","","","","","","",""
"Canada","Canada","House of Windsor • Elizabeth II (1952-2022)","Dollar (1858-date)","0.25","KM# 1547","N# 52215","25 Cents - Elizabeth II (Canadian Arctic Expedition)","Circulating commemorative coins","2013","Round","Nickel plated copper (Three-ply plating)","4.4","23.88","23.88","","1.62","Medal alignment ↑↑","2013","2013","","","","Type 2: frosted compass arc","1","FALSE","UNC","Commemoratives","","4","1.14","","","Green Binder","","","","1","","","","","","","",""
"Canada","Canada","House of Windsor • Elizabeth II (1952-2022)","Dollar (1858-date)","0.25","KM# A1547","N# 52214","25 Cents - Elizabeth II (Life in the North)","Circulating commemorative coins","2013","Round","Nickel plated copper (three-ply plating)","4.4","23.88","23.88","","1.62","Medal alignment ↑↑","2013","2013","","","",".Type 1: frosting body of bowhead whale (including the small fin tip)","1","FALSE","UNC","Zoo","","0","1.19","","","World Coin Zoo Binder","","","","","","","","","","","",""
"Canada","Canada","House of Windsor • Elizabeth II (1952-2022)","Dollar (1858-date)","0.25","KM# A1547","N# 52214","25 Cents - Elizabeth II (Life in the North)","Circulating commemorative coins","2013","Round","Nickel plated copper (three-ply plating)","4.4","23.88","23.88","","1.62","Medal alignment ↑↑","2013","2013","","","",".Type 2: frosting two beluga whales","1","FALSE","UNC","Zoo","","","1.26","","","World Coin Zoo Binder","","","","","","","","","","","",""
"Canada","Canada","House of Windsor • Charles III (2022-date)","Dollar (1858-date)","0.25","KM# 3337","N# 386477","25 Cents - Charles III","Standard circulation coins","2023-2025","Round","Nickel plated steel","4.4","23.88","23.88","","1.65","Medal alignment ↑↑","2025","2025","","","","Brilliant uncirculated","1","FALSE","UNC","Zoo","","0","1.41","","Reindeer","","","","","1","","","","","","","",""
"Canada","Canada","House of Windsor • Charles III (2022-date)","Dollar (1858-date)","0.5","","N# 421948","50 Cents - Charles III (GML (Bullion))","Non-circulating coins","2024-2025","Round","Gold (.9999)","1","8","8","","","Medal alignment ↑↑","2024","2024","","","","Radial Lines","1","FALSE","UNC","World","","115","","","","TEP","Aydin Coins","2025-03-18","","","","","","","","","",""
"Canada","Canada","House of Windsor • Elizabeth II (1952-2022)","Dollar (1858-date)","1","Ch# RC-818","N# 23277","1 Dollar - Elizabeth II (National Parks)","Non-circulating coins","1985","Round","Silver (.500)","23.3276","36.07","36.07","","2.95","Medal alignment ↑↑","1985","1985","","","","Proof","1","FALSE","UNC","Zoo","","25","23.12","","Moose","World Coin Zoo Binder","","","","1","","","","","","","",""
"Canada","Canada","House of Windsor • Elizabeth II (1952-2022)","Dollar (1858-date)","1","Schön# 146","N# 465","1 Dollar - Elizabeth II (2nd portrait)","Standard circulation coins","1987-1989","Hendecagonal (11-sided)","Bronze plated nickel (.915 nickel, .085 bronze)","7","26.5","26.5","","1.75","Medal alignment ↑↑","1987","1987","","","","","1","FALSE","F","Zoo","","0","1.06","","","","","","","","","","","","","","",""
"Canada","Canada","House of Windsor • Elizabeth II (1952-2022)","Dollar (1858-date)","1","Schön# 146","N# 465","1 Dollar - Elizabeth II (2nd portrait)","Standard circulation coins","1987-1989","Hendecagonal (11-sided)","Bronze plated nickel (.915 nickel, .085 bronze)","7","26.5","26.5","","1.75","Medal alignment ↑↑","1987","1987","","","","","1","TRUE","VG","World","","","1.02","","","","","","","","","","","","","","",""
"Canada","Canada","House of Windsor • Elizabeth II (1952-2022)","Dollar (1858-date)","1","Schön# 146","N# 465","1 Dollar - Elizabeth II (2nd portrait)","Standard circulation coins","1987-1989","Hendecagonal (11-sided)","Bronze plated nickel (.915 nickel, .085 bronze)","7","26.5","26.5","","1.75","Medal alignment ↑↑","1987","1987","","","","","1","TRUE","VG","World","","","1.02","","","","","","","","","","","","","","",""
"Canada","Canada","House of Windsor • Elizabeth II (1952-2022)","Dollar (1858-date)","1","Schön# 146","N# 465","1 Dollar - Elizabeth II (2nd portrait)","Standard circulation coins","1987-1989","Hendecagonal (11-sided)","Bronze plated nickel (.915 nickel, .085 bronze)","7","26.5","26.5","","1.75","Medal alignment ↑↑","1988","1988","","","","","1","FALSE","F","World","","0","1","Beth","","","","","","","","","","","","","",""
"Canada","Canada","House of Windsor • Elizabeth II (1952-2022)","Dollar (1858-date)","1","KM# 186","N# 467","1 Dollar - Elizabeth II (3rd portrait)","Standard circulation coins","1990-2003","Hendecagonal (11-sided)","Bronze plated nickel","7","26.5","26.5","","1.75","Medal alignment ↑↑","2003","2003","","","","Brilliant uncirculated","1","FALSE","F","Zoo","","0","","","","","","","","","","","","","","","",""
"Canada","Canada","House of Windsor • Elizabeth II (1952-2022)","Dollar (1858-date)","1","KM# 495","N# 472","1 Dollar - Elizabeth II (4th portrait with RCM logo)","Standard circulation coins","2006-2012","Hendecagonal (11-sided)","Bronze plated nickel","7","26.5","26.5","","1.95","Medal alignment ↑↑","2007","2007","","","","","1","FALSE","F","Zoo","","0","0.78","","","","","","","","","","","","","","",""
"Canada","Canada","House of Windsor • Elizabeth II (1952-2022)","Dollar (1858-date)","1","KM# 1255","N# 32604","1 Dollar - Elizabeth II (4th portrait, new alloy)","Standard circulation coins","2012-2022","Hendecagonal (11-sided)","Brass plated steel","6.27","26.5","26.5","","1.95","Medal alignment ↑↑","2015","2015","","","","","1","FALSE","F","Zoo","","0","0.82","","","","","","","","","","","","","","",""
"Canada","Canada","House of Windsor • Elizabeth II (1952-2022)","Dollar (1858-date)","2","Ch# RC-1023","N# 81791","2 Dollars - Elizabeth II (Bald Eagle; ½ oz. Silver Bullion Coinage)","Non-circulating coins","2015","Round","Silver (.9999)","15.66","32.3","32.3","","2.19","Medal alignment ↑↑","2015","2015","","","","Bullion","1","FALSE","UNC","Zoo","","22.44","28.68","","Bald Eagle","","","","","","","","","","","","",""
"Canada","Canada","House of Windsor • Elizabeth II (1952-2022)","Dollar (1858-date)","2","Ch# RC-1027","N# 81304","2 Dollars - Elizabeth II (Howling Wolves; ¾ oz. Silver Bullion Coinage)","Non-circulating coins","2016","Round","Silver (.9999)","23.33","38.1","38.1","","2.4","Medal alignment ↑↑","2016","2016","","","","","1","FALSE","UNC","Zoo","","32.66","33.87","","","","Apmex","","","","","","","","","","",""
"Canada","Canada","House of Windsor • Elizabeth II (1952-2022)","Dollar (1858-date)","2","Ch# RC-1034","N# 159182","2 Dollars - Elizabeth II (Polar Bear; ½ oz. Silver Bullion Coinage)","Non-circulating coins","2018","Round","Silver (.9999)","15.557","32.3","32.3","","2.19","Medal alignment ↑↑","2018","2018","","","","","1","FALSE","UNC","(Bullion)","","22.44","27.72","","Polar Bear","","","","","","","","","","","","",""
"Canada","Canada","House of Windsor • Elizabeth II (1952-2022)","Dollar (1858-date)","2","RCM/MRC# 176033","N# 406983","2 Dollars - Elizabeth II (Red-tailed Hawk)","Non-circulating coins","2020-2021","Round","Silver (.9999)","15.16","32.3","32.3","","","Medal alignment ↑↑","2020","2020","","","","Bullion","1","FALSE","UNC","Zoo","","19.72","20.93","","Red-Tailed Hawk","Wooden Box","Hero Bullion","2025-06-25","","","","","","","","","",""
"Canada","Canada","House of Windsor • Charles III (2022-date)","Dollar (1858-date)","2","RCM/MRC# 207823","N# 348667","2 Dollars - Elizabeth II (Honouring Queen Elizabeth II)","Circulating commemorative coins","2022","Round","Bimetallic: aluminium bronze centre in nickel-steel ring (Black nickel)","6.99","28","28","","1.75","Medal alignment ↑↑","2022","2022","","","","","1","FALSE","UNC","Zoo","","","4.82","","","World Coin Zoo Binder","","","","1","","","","","","","",""
"Canada","Canada","House of Windsor • Charles III (2022-date)","Dollar (1858-date)","2","RCM/MRC# 207823","N# 348667","2 Dollars - Elizabeth II (Honouring Queen Elizabeth II)","Circulating commemorative coins","2022","Round","Bimetallic: aluminium bronze centre in nickel-steel ring (Black nickel)","6.99","28","28","","1.75","Medal alignment ↑↑","2022","2022","","","","","1","FALSE","UNC","Commemoratives","","0","4.82","","","World Coin Zoo Binder","","","","2","","","","","","","",""
"Canada","Canada","House of Windsor • Charles III (2022-date)","Dollar (1858-date)","2","","N# 434079","2 Dollars ‐ Charles III (Royal Canadian Air Force)","Circulating commemorative coins","2024","Round","Bimetallic: brass plated aluminium bronze centre in nickel plated steel ring","6.99","28","28","","1.7","Medal alignment ↑↑","2024","2024","","","","","1","FALSE","UNC","Air & Space","","6","4.09","","","","","","","1","","","","","","","",""
"Canada","Canada","House of Windsor • Charles III (2022-date)","Dollar (1858-date)","2","","N# 434079","2 Dollars ‐ Charles III (Royal Canadian Air Force)","Circulating commemorative coins","2024","Round","Bimetallic: brass plated aluminium bronze centre in nickel plated steel ring","6.99","28","28","","1.7","Medal alignment ↑↑","2024","2024","","","","","1","FALSE","UNC","Commemoratives","","6","4.09","","","","","","","2","","","","","","","",""
"Canada","Canada","House of Windsor • Charles III (2022-date)","Dollar (1858-date)","2","","N# 434077","2 Dollars ‐ Charles III (Royal Canadian Air Force; Colourized)","Circulating commemorative coins","2024","Round","Bimetallic: brass plated aluminium bronze centre in nickel plated steel ring","6.99","28","28","","","Medal alignment ↑↑","2024","2024","","","","","1","FALSE","UNC","Air & Space","","8","4.09","","","Green Binder","","","","1","","","","","","","",""
"Canada","Canada","House of Windsor • Charles III (2022-date)","Dollar (1858-date)","2","","N# 434077","2 Dollars ‐ Charles III (Royal Canadian Air Force; Colourized)","Circulating commemorative coins","2024","Round","Bimetallic: brass plated aluminium bronze centre in nickel plated steel ring","6.99","28","28","","","Medal alignment ↑↑","2024","2024","","","","","1","FALSE","UNC","Commemoratives","","8","4.09","","","Green Binder","","","","2","","","","","","","",""
"Canada","Canada","House of Windsor • Charles III (2022-date)","Dollar (1858-date)","5","KM# 3431","N# 411911","5 Dollars - Charles III (2024 The Majestic Polar Bears; Bullion; Silver)","Non-circulating coins","2024","Round","Silver (.9999)","31.11","38","38","","","Medal alignment ↑↑","2024","2024","","","","Bullion with sunburst finish (vivid radial lines)","1","FALSE","UNC","(Bullion)","","44.24","65.1","","","Capsule (In OGP)","Bullion Exchanges","2025-03-18","","","","","","","","","",""
"Canada","Canada","House of Windsor • Charles III (2022-date)","Dollar (1858-date)","5","RCM/MRC# 245977","N# 401696","5 Dollars - Charles III (SML (Bullion))","Non-circulating coins","2024-2025","Round","Silver (.9999)","31.11","38","38","","","Medal alignment ↑↑","2025","2025","","","RCM/MRC# 248926","Radial lines","1","FALSE","UNC","(Bullion)","","34.08","44.33","","","Capsule","Bullion Exchanges","2025-03-13","","","","","","","","","",""
"Canada","Canada","House of Windsor • Charles III (2022-date)","Dollar (1858-date)","5","RCM/MRC# 245977","N# 401696","5 Dollars - Charles III (SML (Bullion))","Non-circulating coins","2024-2025","Round","Silver (.9999)","31.11","38","38","","","Medal alignment ↑↑","2025","2025","","","RCM/MRC# 248926","Radial lines","1","FALSE","UNC","(Bullion)","","40.12","44.33","","","Capsule","Aydin Coins","2025-03-09","","","","","","","","","",""
"Canada","Canada","House of Windsor • Charles III (2022-date)","Dollar (1858-date)","5","KM# 3431","N# 463342","5 Dollars - Charles III (2025 The Majestic Polar Bear; Bullion; Silver)","Non-circulating coins","2025","Round","Silver (.9999)","31.11","38","38","","","Medal alignment ↑↑","2025","2025","","","","Bullion with sunburst finish (vivid radial lines)","1","FALSE","UNC","(Bullion)","","59.99","63.61","","","Capsule (In OGP)","Apmex","2025-04-01","","","","","","","","","",""
"Canada","Canada","House of Windsor • Elizabeth II (1952-2022)","Dollar (1858-date)","20","RCM/MRC# 122289","N# 43643","20 Dollars - Elizabeth II (Wolf)","Non-circulating coins","2013","Round","Silver (.9999)","7.96","27","27","","","Medal alignment ↑↑","2013","2013","","","","Specimen","1","FALSE","UNC","Zoo","","22","22.16","","","","Ebay","","","","","","","","","","",""
"Canada","Canada","House of Windsor • Elizabeth II (1952-2022)","Dollar (1858-date)","20","RCM/MRC# 129259","N# 54396","20 Dollars - Elizabeth II (Canada Goose)","Non-circulating coins","2014","Round","Silver (.9999)","7.96","27","27","","","Medal alignment ↑↑","2014","2014","","","","Specimen Finish","1","FALSE","UNC","Zoo","","22","22.02","","","","Ebay","","","","","","","","","","",""
"Canada","Canada","","","","","N# 321786","10 oz Silver (Royal Canadian Mint)","Bars","","Rectangular","Silver (.9999)","311.035","","","","","","","","","","","","1","FALSE","","(Bullion)","","357.4","","","","Capsule","Bullion Exchanges","2025-03-24","","991597729","","","","","","","",""
"Canada","Canada, United Province of","","Pound (1841-1858)","0.00208333","CCT# PC-5","N# 1898","½ Penny - Bank of Upper Canada","Merchant tokens","1850-1857","Round","Copper","8.1","27.7","27.7","","1.9","Variable alignment ↺","1857","1857","","","","PC-5D - Heaton Mint","1","FALSE","","World","","0","","","Badly Damaged, Bent.","","","","","","","","","","","","",""
"Cape Verde","Cape Verde","Republic (1975-date)","Escudo (1914-date)","1","KM# 27","N# 6185","1 Escudo","Standard circulation coins","1994","Round","Brass plated steel","2.5","18","18","","1.5","Medal alignment ↑↑","1994","1994","","","","","1","FALSE","UNC","Zoo","","","1.17","","","","","","","","","","","","","","",""
"Cape Verde","Cape Verde","Republic (1975-date)","Escudo (1914-date)","50","KM# 44","N# 8884","50 Escudos (Macelina)","Circulating commemorative coins","1994","Round","Nickel plated steel","7.4","28","28","","1.8","Medal alignment ↑↑","1994","1994","","","","","1","FALSE","VF","World","","","1.74","","","","","","","","","","","","","","",""
"Central African States","Central African States","","CFA franc (Central bank of Equatorial African States and Cameroon, 1961-1973)","50","KM# 3","N# 8192","50 Francs CFA","Standard circulation coins","1961-1963","Round","Copper-nickel (75% Copper, 25% Nickel)","12","31","31","","2.21","Coin alignment ↑↓","1961","1961","","owl","","","1","FALSE","XF","Zoo","","","6.55","","","","","","","","","","","","","","",""
"Chile","Chile","Republic (1818-date)","Escudo (1960-1975)","0.01","KM# 189","N# 3760","1 Centésimo","Standard circulation coins","1960-1963","Round","Aluminium","3","29","29","","2","Coin alignment ↑↓","1961","1961","So","","","","1","FALSE","AU","Zoo","","","1.17","","","","","","","","","","","","","","",""
"Chile","Chile","Republic (1818-date)","Escudo (1960-1975)","0.1","KM# 191","N# 2664","10 Centésimos","Standard circulation coins","1960-1970","Round","Aluminium bronze","8","27.17","27.17","","2.08","Coin alignment ↑↓","1967","1967","So","","","","1","FALSE","VF","Zoo","","","0.42","","","","","","","","","","","","","","",""
"Chile","Chile","Republic (1818-date)","Escudo (1960-1975)","0.1","KM# 194","N# 5400","10 Centésimos","Standard circulation coins","1971","Round","Aluminium bronze","2.5","18.1","18.1","","1.4","Coin alignment ↑↓","1971","1971","So","","","","1","TRUE","AU","World","","0","0.34","","","","","","","","","","","","","","",""
"Chile","Chile","Republic (1818-date)","Escudo (1960-1975)","0.2","KM# 195","N# 4121","20 Centésimos","Standard circulation coins","1971-1972","Round","Aluminium bronze","3.05","19.97","19.97","","1.4","Coin alignment ↑↓","1971","1971","So","","","","1","TRUE","AU","World","","","0.58","","","","","","","","","","","","","","",""
"Chile","Chile","Republic (1818-date)","Escudo (1960-1975)","100","KM# 202","N# 5401","100 Escudos","Standard circulation coins","1974-1975","Dodecagonal (12-sided)","Nickel brass","5","23","23","","1.87","Coin alignment ↑↓","1975","1975","So","","","","1","FALSE","XF","Zoo","","0","0.86","","","","","","","","","","","","","","",""
"Chile","Chile","Republic (1818-date)","Peso (1975-date)","0.1","KM# 205a","N# 6814","10 Centavos","Standard circulation coins","1976-1979","Dodecagonal (12-sided)","Aluminium (99.5% Aluminium)","2","23","23","","1.8","Coin alignment ↑↓","1978","1978","So","","","","1","FALSE","AU","Zoo","","0","0.61","","","","","","","","","","","","","","",""
